lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
option,the right to buy or sell property at an agreed price; the right is purchased and if it is not exercised by a stated date the money is forfeited,13,-4.083798187186962,-4.102737918869793,0.0
chest,the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates,8,-4.668100746154705,-4.236265670171202,0.125
harm,any physical damage to the body caused by violence or accident or fracture etc.,8,-4.462213697708384,-4.4622276040006295,0.0
stayed,stay the same; remain in a certain state,4,-3.866576485623376,-3.9275614376533285,0.0
funeral,a ceremony at which a dead person is buried or cremated,5,-4.070224268180731,-4.127774704634664,0.19999999999999996
nonsense,a message that seems to convey no meaning,4,-4.425153350461304,-4.152566472855243,0.0
applause,a demonstration of approval by clapping the hands together,5,-4.40037705727556,-5.053255500765352,0.0
meal,the food served and eaten at one time,4,-3.854140143242313,-4.058268480968232,0.0
society,an extended social group having a distinctive cultural and economic organization,7,-4.926229318561844,-5.165854958358107,0.0
grandpa,the father of your father or mother,3,-3.24583981119113,-3.2172143331904888,0.0
barely,only a very short time before; ; ; ; ; - W.B.Yeats,2,-3.3286823824366802,-3.3286823824366802,0.0
professional,engaged in a profession or engaging in as a profession or means of livelihood,6,-4.784215991695354,-5.011428505360378,0.0
naked,completely unclothed,2,-4.028642632777496,-4.028642632777496,0.5
british,of or relating to or characteristic of Great Britain or its people or culture,6,-4.423769058888402,-4.836258136964636,0.0
click,move or strike with a noise,3,-3.975758437117879,-4.261087416288863,0.0
warning,a message informing of danger,3,-4.650664552912953,-4.2306933574099865,0.0
forest,the trees and other plants in a large densely wooded area,6,-4.172409077111338,-4.170852488863357,0.33333333333333337
supply,give something useful or necessary to,4,-3.6896974822554265,-3.618464389217422,0.0
signed,having a handwritten signature,2,-5.45139785910902,-5.45139785910902,0.0
miracle,any amazing or wonderful occurrence,3,-5.214716100800003,-5.762496961948444,0.0
fancy,imagine; conceive of; see in one's mind,4,-3.917440933246535,-3.6787497988083717,0.0
amount,a quantity of money,2,-4.320442057567537,-4.320442057567537,0.0
trap,a device in which something (usually an animal) can be caught and penned,6,-4.015193284011705,-4.110044329417341,0.0
winter,the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox,10,-5.069175906413005,-5.350614539410263,0.19999999999999996
birth,the time when something begins (especially life),5,-3.3493372653879065,-2.9953000962839136,0.0
received,get something; come into possession of,4,-3.107066605880566,-2.6584691285671744,0.0
ancient,belonging to times long past especially of the historical period before the fall of the Western Roman Empire,11,-4.1605487654147595,-4.358506875403394,0.0
simon,one of the twelve Apostles (first century),4,-4.064712886439355,-4.368339159298004,0.25
siren,a sea nymph (part woman and part bird) supposed to lure sailors to destruction on the rocks where the nymphs lived,13,-4.233344685612633,-4.004410179047395,0.07692307692307687
tank,an enclosed armored military vehicle; has a cannon and moves on caterpillar treads,8,-4.782989665660518,-4.857792182573745,0.125
tiny,very small,1,-3.837843652381665,-3.837843652381665,0.0
chattering,the rapid series of noises made by the parts of a machine,6,-4.073221298270856,-4.176610372463777,0.0
spare,refrain from harming,2,-5.802955852218513,-5.802955852218513,0.0
joy,the emotion of great happiness,3,-4.086196259193346,-4.50790514538753,0.0
brings,take something or somebody with oneself somewhere,4,-3.2600872378908132,-3.2174788791633553,0.0
airport,an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo,9,-4.6350239654810625,-4.797305461866102,0.11111111111111116
disappeared,"get lost, as without warning or explanation",4,-3.843237546349165,-4.179458455900852,0.0
secretary,a person who is head of an administrative department of government,5,-4.175095075200521,-4.043712835183321,0.0
print,put into print,2,-3.7713156521139366,-3.7713156521139366,0.0
slept,be asleep,1,-4.298060132066536,-4.298060132066536,0.0
bedroom,a room used primarily for sleeping,4,-4.034131013353051,-3.5428406688074143,0.0
buried,cover from sight,2,-4.135266077405677,-4.135266077405677,0.0
wet,covered or soaked with a liquid such as water,4,-4.50888519014176,-4.475367942887464,0.0
giant,of great mass; huge and bulky,4,-3.9734155672670006,-4.219678550975405,0.25
jason,(Greek mythology) the husband of Medea and leader of the Argonauts who sailed in quest of the Golden Fleece,10,-4.824227101887928,-4.732275035065449,0.19999999999999996
sooner,comparatives of `soon' or `early',3,-3.75846540652953,-3.75846540652953,0.33333333333333337
forced,produced by or subjected to forcing,3,-4.355460241243906,-4.359782122843819,0.0
bright,emitting or reflecting light readily or in large amounts,6,-4.975788589267865,-4.881850299977003,0.0
button,a round fastener sewn to shirts and coats etc to fit through buttonholes,8,-4.675093022277502,-4.326621312414002,0.25
cheese,a solid food prepared from the pressed curd of milk,6,-4.7531628991657,-4.516491259084688,0.0
social,relating to human society and its members,4,-4.422451832222717,-4.301355279109056,0.0
speaks,express in speech,2,-4.557944703931575,-4.557944703931575,0.0
load,weight to be borne or conveyed,3,-5.2247133989853545,-5.522848692766099,0.0
paint,make a painting,2,-3.599794372048379,-3.599794372048379,0.0
assume,take to be the case or to be true; accept without verification or proof,6,-4.053234837141278,-3.8536790788406368,0.0
dragon,a creature of Teutonic mythology; usually represented as breathing fire and having a reptilian body and sometimes wings,11,-4.487193840432974,-4.305192174232509,0.09090909090909094
enter,to come or go into,2,-2.436081829145948,-2.436081829145948,0.0
surely,definitely or positively (`sure' is sometimes used informally for `surely'),7,-4.01522436834021,-3.9046826560959538,0.1428571428571429
introduce,cause to come to know personally,4,-3.297745379785704,-3.2483948208624347,0.0
expected,considered likely or probable to happen or arrive,5,-4.487496227479754,-4.459913164985806,0.0
diamond,a transparent piece of diamond that has been cut and polished and is valued as a precious gem,8,-4.595648947695948,-4.513837295976671,0.0
grade,a body of students who are taught together,4,-3.7995342199704547,-3.839502804951207,0.0
community,a group of people living in a particular local area,6,-3.864719851742676,-4.023938086061075,0.0
worker,a person who works at a specific occupation,4,-4.138073100534083,-4.122721876578489,0.0
recently,in the recent past,2,-4.293169924833096,-4.293169924833096,0.0
hunt,pursue for food or sport (as of wild animals),5,-4.318587645380364,-4.2764451366882446,0.0
square,(geometry) a plane rectangle with four equal sides and four right angles; a four-sided regular polygon,10,-4.252354690776028,-4.501047256998482,0.30000000000000004
handsome,pleasing in appearance especially by reason of conformity to ideals of form and proportion; ; ; ; - Thackeray; - Lillian Hellman,11,-4.433337632440029,-4.4917627746311375,0.2727272727272727
personally,as yourself,0,,,1.0
harder,not easy; requiring great physical or mental effort to accomplish or comprehend or endure,9,-4.587891905074288,-4.6737321069948585,0.0
value,a numerical quantity measured or assigned or computed,5,-5.243505712352391,-5.431144103539091,0.4
neighbor,a person who lives (or is located) near another,3,-3.8536951301153,-3.5900404074690657,0.0
permission,approval to do something,2,-3.9462977867015603,-3.9462977867015603,0.0
slave,a person who is owned by someone,3,-3.389738713030883,-3.3142415005433215,0.0
matt,the property of having little or no contrast; lacking highlights or gloss,6,-4.825533013867939,-5.036275854666037,0.0
rate,a magnitude or frequency relative to a time unit,5,-4.441536327096829,-4.697516319169935,0.0
likely,has a good chance of being the case or of coming about,4,-3.0121412729986146,-2.993068871858729,0.0
hook,fasten with a hook,2,-5.024625634054633,-5.024625634054633,0.0
spell,a psychological state induced by (or as if induced by) a magical incantation,6,-5.24129977725447,-5.411814202752847,0.0
reporter,a person who investigates and reports or edits news stories,6,-3.692021535291763,-3.670233194633748,0.33333333333333337
piss,eliminate urine,2,-5.1692167746601765,-5.1692167746601765,0.0
santa,the legendary patron saint of children; an imaginary being who is thought to bring presents to children at Christmas,10,-4.126820801860843,-4.003809091857502,0.0
arthur,elected vice president and became 21st President of the United States when Garfield was assassinated (1830-1886),9,-4.556734228255428,-4.323541482777782,0.0
returned,"go or come back to place, condition, or activity where one has been before",6,-3.260143729595446,-2.9344999112951413,0.0
belief,any cognitive content held as true,4,-4.401169735365809,-4.1960115482980385,0.0
spy,(military) a secret agent hired by a state to obtain information about its enemies or by a business to obtain industrial secrets from competitors,13,-4.375310068721051,-4.021090687485109,0.0
stomach,an enlarged and muscular saclike organ of the alimentary canal; the principal organ of digestion,9,-5.345860190246587,-5.157436629883904,0.2222222222222222
chick,young bird especially of domestic fowl,5,-4.588157868943921,-4.171322177319984,0.0
shape,any spatial attributes (especially as defined by outline),5,-5.382670506325906,-5.742000665233941,0.0
rush,move fast,2,-3.5838765390375436,-3.5838765390375436,0.0
narrator,someone who tells a story,3,-3.2008437930885183,-3.264934231080262,0.0
assistant,a person who contributes to the fulfillment of a need or furtherance of an effort or purpose,7,-4.258035954491271,-4.327172175913719,0.2857142857142857
zero,a quantity of no importance,2,-5.240208057342878,-5.240208057342878,0.0
chip,a small fragment of something broken off from the whole,5,-3.8865391246843144,-3.837843652381665,0.0
showing,the display of a motion picture,3,-4.475557822632894,-4.697206640305071,0.0
device,an instrumentality invented for a particular purpose,4,-4.724342900228723,-4.527620364946415,0.25
silver,made from or largely consisting of silver,4,-4.7804188048634915,-5.081698043220007,0.0
switch,"change over, change around, as to a new order or sequence",5,-3.767447418474164,-3.5512472416255276,0.0
fortune,an unknown and unpredictable phenomenon that causes an event to result one way rather than another,8,-4.323674329347081,-4.280916844845294,0.0
reality,all of your experiences that determine how things appear to you,4,-4.1180385703276,-4.366999249099381,0.0
rent,"a payment or series of payments made by the lessee to an owner for use of some property, facility, equipment, or service",11,-4.2438610326828075,-4.5232189860746175,0.09090909090909094
silence,the state of being silent (as when no one is speaking),3,-4.085436976815411,-3.879911062074572,0.0
dealing,method or manner of conduct in relation to others,5,-4.60832852889042,-4.7293870241355185,0.0
beast,a living organism characterized by voluntary movement,5,-5.049638855575823,-5.303609331767981,0.0
familiar,well known or easily recognized,4,-3.41276816640662,-3.463686801260947,0.0
rough,having or caused by an irregular surface,3,-4.740391115832928,-4.572260379528036,0.0
slowly,without speed (`slow' is sometimes used informally for `slowly'),6,-4.009084198627993,-4.099851035373593,0.16666666666666663
jean,(usually plural) close-fitting trousers of heavy denim for manual work or casual wear,10,-4.767999503217147,-5.037875207288995,0.09999999999999998
toilet,a room or building equipped with one or more toilets,4,-3.921563151721973,-3.9218526451678914,0.25
tower,a structure taller than its diameter; can stand alone or be attached to a larger building,8,-4.593564950361603,-4.568090306652646,0.0
legal,established by or founded upon law or official or accepted rules,6,-4.272417703082234,-4.166653874716923,0.16666666666666663
downstairs,on a floor below,1,-3.9797354949429495,-3.9797354949429495,0.0
chain,a series of things depending on each other as if linked together,5,-4.104993542549788,-4.647072396022854,0.0
ill,affected by an impairment of normal physical or mental function,6,-4.629848197130938,-4.6737321069948585,0.16666666666666663
knocking,the sound of knocking (as on a door or in an engine or bearing),5,-4.019157764506157,-4.118816070649435,0.0
whistle,make whistling sounds,3,-3.7194832091775845,-3.528927299122913,0.0
ted,a tough youth of 1950's and 1960's wearing Edwardian style clothes,6,-4.245328142690899,-4.109513262740513,0.16666666666666663
jerk,"pull, or move with a sudden movement",4,-4.053941816640987,-4.165190170070881,0.0
penny,a fractional monetary unit of Ireland and the United Kingdom; equal to one hundredth of a pound,9,-4.755774586804146,-4.553164594418681,0.2222222222222222
dean,an administrator in charge of a division of a university or college,5,-4.579379674781922,-4.537228729440809,0.0
fought,be engaged in a fight; carry on a fight,4,-4.067203192748873,-3.848801057045295,0.0
skill,an ability that has been acquired by training,3,-4.772772624373438,-4.522466108921405,0.0
trace,"follow, discover, or ascertain the course of development of something",6,-4.271364615781274,-4.339436020064742,0.0
rome,capital and largest city of Italy; on the Tiber; seat of the Roman Catholic Church; formerly the capital of the Roman Republic and the Roman Empire,15,-4.58606890176901,-4.609659997231556,0.06666666666666665
discovered,discovered or determined by scientific observation,4,-4.9417340690553795,-4.920898155823738,0.0
desire,the feeling that accompanies an unsatisfied state,4,-3.473708041451143,-3.473708041451143,0.5
italian,of or pertaining to or characteristic of Italy or its people or culture or language,6,-4.424887255754174,-4.680770523767346,0.16666666666666663
cancer,any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,15,-4.474889627300086,-4.419314030989249,0.1333333333333333
foreign,of concern to or concerning the affairs of other nations (other than your own),4,-4.3949425726694,-4.391755626100548,0.0
score,a number or letter indicating quality (especially of a student's performance),7,-4.295621654463095,-4.171322177319984,0.0
bike,a motor vehicle with two wheels and a strong frame,5,-4.465151033225352,-4.428276006620542,0.0
wire,ligament made of metal and used to fasten things or make cages or fences etc,10,-4.0827734472266,-4.50717171330391,0.09999999999999998
tour,a journey or route all the way around a particular place or area,6,-3.9312401079791663,-4.2566964927122,0.0
vampire,(folklore) a corpse that rises at night to drink the blood of the living,7,-4.198281511102887,-3.794337599516382,0.0
lower,move something or somebody to a lower position,5,-3.5864350609719997,-3.5956176856889415,0.0
complicated,difficult to analyze or understand,3,-4.28192348772349,-4.133438941539924,0.0
circle,ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point,13,-4.4545884901472945,-4.510687147590774,0.07692307692307687
dna,(biochemistry) a long linear polymer found in the nucleus of a cell and formed from nucleotides and shaped like a double helix; associated with the transmission of genetic information,16,-4.675027416517472,-4.62457600111306,0.125
gasping,"breathe noisily, as when one is exhausted",3,-4.951600262700898,-4.951600262700898,0.33333333333333337
chase,go after with the intent to catch,3,-3.7998835079449926,-3.859977639188538,0.0
lad,a boy or man,2,-2.963715247931574,-2.963715247931574,0.0
bond,an electrical force linking atoms,4,-4.678923173654573,-4.811522640633212,0.0
chuckling,laugh quietly or with restraint,3,-4.585422595435109,-4.678376004658846,0.0
disease,an impairment of health or a condition of abnormal functioning,4,-4.465324156919485,-4.365910264640205,0.25
football,any of various games played with a ball (round or oval) in which two teams try to kick or carry or propel the ball into each other's goal,13,-4.107975585970455,-3.925375565897503,0.07692307692307687
growing,(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level,17,-4.826917522553787,-4.971987231930714,0.05882352941176472
hired,having services engaged for a fee,3,-4.388208825334055,-4.211283686993997,0.0
hidden,not accessible to view,2,-5.079931887729672,-5.079931887729672,0.0
grew,"pass into a condition gradually, take on a specific property or attribute; become",8,-4.423528392098841,-4.3780196804616285,0.125
easily,with ease (`easy' is sometimes used informally for `easily'),6,-4.009269988914766,-3.765264638995929,0.16666666666666663
burning,the act of burning something,3,-3.619455686770389,-3.925728437342285,0.0
clark,United States explorer who (with Meriwether Lewis) led an expedition from St. Louis to the mouth of the Columbia River; Clark was responsible for making maps of the area (1770-1838),16,-4.34919587181828,-4.323541482777782,0.0625
snake,limbless scaly elongate reptile; some are venomous,5,-5.865437291639397,-5.865437291639397,0.6
filled,(usually followed by `with' or used as a combining form) generously supplied with,7,-4.494477705858951,-4.212411506086151,0.0
higher,advanced in complexity or elaboration,3,-5.399644760092789,-5.399644760092789,0.33333333333333337
chatter,noisy talk,2,-4.189241898629016,-4.189241898629016,0.0
cow,female of domestic cattle:,3,-4.804232667019155,-4.979797303024162,0.0
revenge,action taken in return for an injury or offense,5,-4.019387227692848,-4.115075052526635,0.0
louis,United States prizefighter who was world heavyweight champion for 12 years (1914-1981),7,-4.107608869122422,-4.048362060883111,0.1428571428571429
bless,give a benediction to,2,-2.9245795541709487,-2.9245795541709487,0.5
attacked,launch an attack or assault on; begin hostilities or start warfare with,7,-4.528159981075665,-4.614641242966426,0.0
journey,the act of traveling from one place to another,3,-3.797839480653389,-3.925728437342285,0.0
carter,Englishman and Egyptologist who in 1922 discovered and excavated the tomb of Tutankhamen (1873-1939),6,-5.081291053380477,-4.9916779829758635,0.5
citizen,a native or naturalized member of a state or other political community,6,-4.347032369341759,-4.454435860923865,0.16666666666666663
chocolate,a beverage made from cocoa powder and milk and sugar; usually drunk hot,9,-4.331784549587408,-4.370862829315139,0.0
gut,the part of the alimentary canal between the stomach and the anus,5,-4.727199606130583,-4.810530088053545,0.19999999999999996
caused,"give rise to; cause to happen or occur, not always intentionally",7,-4.115423445285077,-4.019191457228289,0.0
chuck,throw carelessly,2,-5.066628602853575,-5.066628602853575,0.0
grandfather,the father of your father or mother,3,-3.24583981119113,-3.2172143331904888,0.0
effort,earnest and conscientious activity intended to do or accomplish something,6,-4.845457530159706,-4.920246535654224,0.0
boom,"make a resonant sound, like artillery",4,-3.8698783827193393,-3.528927299122913,0.25
jacket,a short coat,2,-4.210662583895333,-4.210662583895333,0.0
holiday,leisure time away from work devoted to rest or pleasure,7,-3.97012697412658,-3.6462835839997405,0.0
senator,a member of a senate,2,-4.592497088104862,-4.592497088104862,0.0
ate,goddess of criminal rashness and its punishment,4,-4.641787125466489,-4.734697851478494,0.25
terrorist,a radical who employs terror as a political weapon; usually organizes with other terrorists in small cells; often uses religion as a cover for terrorist activities,16,-4.443453624181932,-4.492735847606694,0.0
mood,a characteristic (habitual or relatively temporary) state of feeling,6,-4.6428958439973815,-4.909294119447224,0.16666666666666663
divorce,the legal dissolution of a marriage,3,-4.288611303156709,-4.288611303156709,0.33333333333333337
punch,deliver a quick blow to,3,-4.12900939390359,-3.950251418189584,0.0
loser,a contestant who loses the contest,3,-4.634517308861729,-4.797744470607634,0.0
bug,general term for any insect or similar creeping or crawling invertebrate,7,-4.629908510074276,-4.772553982171345,0.1428571428571429
royal,of or relating to or indicative of or issued or performed by a king or queen or other monarch,7,-4.907244439674814,-5.0966390084434225,0.0
boot,footwear that covers the whole foot and lower leg,6,-4.299951446706439,-3.9647331865178335,0.0
including,"have as a part, be made up out of",2,-3.162078245021455,-3.162078245021455,0.0
buying,the act of buying,2,-4.2105923473274105,-4.2105923473274105,0.0
washington,the capital of the United States in the District of Columbia and a tourist mecca; George Washington commissioned Charles L'Enfant to lay out the city in 1791,14,-4.549600121915389,-4.495488681665237,0.0714285714285714
insurance,promise of reimbursement in the case of loss; paid to people or companies so concerned about hazards that they have made prepayments to an insurance company,13,-3.8858505946300004,-3.789158113567836,0.15384615384615385
basically,in essence; at bottom or by one's (or its) very nature,3,-4.595174791052215,-4.293881844503105,0.0
mirror,polished surface that forms images by reflecting light,6,-4.625460026281074,-4.490543016666162,0.0
grant,let have,1,-2.617728145446937,-2.617728145446937,0.0
goodness,that which is pleasing or valuable or useful,3,-4.105521630208422,-4.682521077949093,0.0
planned,designed or carried out according to a plan,4,-4.511313101420136,-4.357998742369115,0.0
talent,natural abilities or qualities,3,-4.501281804731043,-4.522466108921405,0.0
medium,a means or instrumentality for storing or communicating information,5,-3.9848321620532854,-4.0458859761724115,0.19999999999999996
object,a tangible and visible entity; an entity that can cast a shadow,6,-5.1757991027431,-5.33580126013318,0.0
led,diode such that light emitted at a p-n junction is proportional to the bias current; color depends on the material used,12,-4.786446646858618,-4.6051886009001555,0.25
hunter,someone who hunts game,3,-3.7691342758357176,-3.586969403794934,0.0
warrior,someone engaged in or experienced in warfare,4,-4.642565105949821,-4.937486789027993,0.0
bread,food made from dough of flour or meal and usually raised with yeast or baking powder and then baked,10,-4.635128987461326,-4.641057388249575,0.0
obvious,easily perceived by the senses or grasped by the mind,5,-4.749519350628229,-4.983272670382159,0.0
deliver,"deliver (a speech, oration, or idea)",4,-4.095168345568207,-4.38512037205794,0.25
invite,increase the likelihood of,2,-5.314762068059554,-5.314762068059554,0.0
telephone,electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds,13,-4.467402348680616,-4.611481564432664,0.0
actor,a theatrical performer,2,-5.5770701206348505,-5.5770701206348505,0.0
lucy,incomplete skeleton of female found in eastern Ethiopia in 1974,6,-4.80407312754027,-5.0665578702653145,0.0
pie,dish baked in pastry-lined pan often with a pastry top,7,-4.66743436730271,-4.669942139864409,0.1428571428571429
regular,in accordance with fixed order or procedure or principle,5,-4.584743176054683,-4.666140976419885,0.0
uniform,clothing of distinctive design worn by members of a particular group as a means of identification,9,-4.695107365888025,-4.61299477483593,0.0
mystery,something that baffles understanding and cannot be explained,4,-3.359216747673402,-3.296209592666096,0.25
sudden,happening without warning or in a short space of time,5,-3.773836442793357,-4.007450479057567,0.0
smith,Rhodesian statesman who declared independence of Zimbabwe from Great Britain (born in 1919),8,-4.9706040997072085,-5.0547220526381516,0.125
dy,a trivalent metallic element of the rare earth group; forms compounds that are highly magnetic,10,-4.62550161017898,-4.622896061874439,0.09999999999999998
boring,so lacking in interest as to cause mental weariness; ; ; ; ; ; - Edmund Burke; ; - Mark Twain,9,-4.7065763450223805,-4.652787618213102,0.11111111111111116
bath,a vessel containing liquid in which something is immersed (as to process it or to maintain it at a constant temperature or to lubricate it),10,-4.737528934712941,-4.848592928090026,0.09999999999999998
dating,use of chemical analysis to estimate the age of geological specimens,7,-4.771689208486275,-4.89881350491412,0.0
picking,the quantity of a crop that is harvested,3,-5.201038571915235,-5.1360140304723005,0.0
yell,utter a sudden loud cry,4,-4.481836716650476,-4.415035759243349,0.0
winner,the contestant who wins the contest,3,-4.644793760159007,-4.797744470607634,0.0
manage,be successful; achieve a goal,3,-4.730203221894764,-4.655426776314932,0.0
firm,the members of a business organization that owns or operates one or more establishments,6,-4.330906064136642,-4.448253121315178,0.0
success,an event that accomplishes its intended purpose,4,-4.424501293148114,-4.327172175913719,0.25
exciting,creating or arousing excitement,3,-5.128809405077042,-5.008763840921863,0.0
poison,any substance that causes injury or illness or death of a living organism,7,-4.477417343136422,-4.6550052183151625,0.0
mercy,leniency and compassion shown toward offenders by a person or agency charged with administering justice,9,-4.675461713440555,-4.574303133359772,0.0
luke,(New Testament) the Apostle closely associated with St. Paul and traditionally assumed to be the author of the third Gospel,11,-4.820966363120748,-4.979056185980995,0.0
vision,a vivid mental image,3,-4.89735695541518,-4.6737321069948585,0.0
proper,marked by suitability or rightness or appropriateness,4,-3.96384862040021,-3.96384862040021,0.75
metal,any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.,12,-4.682330164764961,-4.694275101860541,0.0
elevator,lifting device consisting of a platform or cage that is raised and lowered mechanically in a vertical shaft in order to move people from one floor to another in a building,15,-4.420696828999104,-4.423719674872251,0.06666666666666665
ruined,destroyed physically or morally,3,-4.954426259033366,-4.9900547347600135,0.0
yellow,of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk,11,-4.615376084970367,-4.287973604664366,0.09090909090909094
happiness,state of well-being characterized by emotions ranging from contentment to intense joy,8,-4.448832062536046,-4.522305121761295,0.375
neighborhood,a surrounding or nearby region,3,-5.019930455854772,-4.919646264907458,0.0
christian,relating to or characteristic of Christianity,3,-5.478538366786665,-5.475869840221214,0.0
toy,an artifact designed to be played with,3,-4.422899287249135,-4.61299477483593,0.0
refuse,show unwillingness towards,3,-3.8428489186483965,-3.8428489186483965,0.33333333333333337
fed,any federal law-enforcement officer,3,-4.1985892256128965,-4.1985892256128965,0.33333333333333337
sacrifice,endure the loss of,2,-4.78636820913505,-4.78636820913505,0.0
mentioned,make reference to,2,-3.846605395647832,-3.846605395647832,0.0
explosion,a violent release of energy caused by a chemical or nuclear reaction,7,-4.477475717163618,-4.6408046762091635,0.0
knowledge,the psychological result of perception and learning and reasoning,5,-4.489899868324748,-4.276233056527436,0.0
scoff,laugh at with contempt and derision,2,-5.338801585316442,-5.338801585316442,0.5
period,an amount of time,2,-3.5471857286399566,-3.5471857286399566,0.0
bleeding,the flow of blood from a ruptured blood vessel,5,-4.525668773348085,-4.7082054422207325,0.0
edge,the boundary of a surface,2,-4.853889346941951,-4.853889346941951,0.0
tail,the posterior part of the body of a vertebrate especially when elongated and extending beyond the trunk or main part of the body,11,-4.294965440620947,-4.171322177319984,0.18181818181818177
victory,a successful ending of a struggle or contest,4,-4.400390099477935,-4.684259629104235,0.0
expert,a person with special knowledge or ability who performs skillfully,6,-4.485087927776602,-4.509867041391834,0.16666666666666663
pleased,experiencing or manifesting pleasure,3,-4.1404150005112115,-4.1404150005112115,0.33333333333333337
cheap,relatively low in price or charging low prices,6,-4.323431099205061,-4.154570498439679,0.0
watched,look attentively,2,-2.6560096293030884,-2.6560096293030884,0.5
appointment,the act of putting a person into a non-elective position,5,-3.6616013705806303,-3.7578844224056756,0.19999999999999996
burned,destroy by fire,2,-3.8921176574169367,-3.8921176574169367,0.0
dozen,the cardinal number that is the sum of eleven and one,4,-4.626842079993579,-4.954189194068392,0.0
belongs,be owned by; be in the possession of,2,-4.0351673516687825,-4.0351673516687825,0.0
changing,marked by continuous change or effective action,5,-4.4255102960059265,-4.115075052526635,0.0
newspaper,a daily or weekly publication on folded sheets; contains news and articles and advertisements,9,-4.962699884513692,-5.024443591745604,0.0
expensive,high in price or charging high prices,5,-3.911679088719442,-3.9259817471057885,0.0
nightmare,a situation resembling a terrifying dream,4,-4.893290109131294,-4.844983395229795,0.0
shift,make a shift in or exchange of,3,-3.96544420180825,-4.516855411826612,0.0
magazine,a periodic publication containing pictures and stories and articles of interest to those who purchase it or subscribe to it,9,-4.9149731250939315,-5.092175091880157,0.0
iron,a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood,19,-4.620991572378745,-4.670515646902722,0.1578947368421053
section,a self-contained part of a larger composition (written or musical),6,-4.447713427686021,-4.317326232567054,0.16666666666666663
avoid,stay clear from; keep away from; keep out of the way of someone or something,8,-3.1456017348251097,-3.1142784633386236,0.0
shout,utter in a loud voice; talk in a loud voice (usually denoting characteristic manner of speaking),11,-4.288895765541701,-4.270320664784093,0.09090909090909094
checking,"examine so as to determine accuracy, quality, or condition",5,-4.9125288943980125,-4.961828275613632,0.0
carrying,"move while supporting, either in a vehicle or in one's hands or on one's body",5,-3.7501993947448837,-3.567574904535582,0.0
tall,great in vertical dimension; high in stature,5,-4.649808503637066,-5.082462941599402,0.0
freeze,stop moving or become immobilized,4,-3.399208542726044,-3.319852339237267,0.25
positive,characterized by or displaying affirmation or acceptance or certainty etc.,6,-5.531594675374089,-5.459646858721671,0.16666666666666663
sexy,marked by or tending to arouse sexual desire or interest,6,-4.666775999036931,-4.516116890896358,0.0
governor,the head of a state government,3,-3.725049446609542,-3.773182638988441,0.0
fixed,(of a number) having a fixed and unchanging value,4,-4.026098847836704,-4.067649044403835,0.25
maria,a dark region of considerable extent on the surface of the moon,6,-4.712304463982112,-4.745953322217747,0.0
scientist,a person with advanced knowledge of one or more sciences,4,-4.273594830680407,-4.426307038041877,0.0
range,an area in which something acts or operates or has power or control:,6,-3.853818051775939,-3.854537752748122,0.0
ability,the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment,8,-4.762184397916454,-4.749661192700071,0.125
clue,a slight indication,2,-5.159284957127435,-5.159284957127435,0.0
march,march in a procession,2,-5.110038467420778,-5.110038467420778,0.0
traffic,the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time,11,-3.9516395701619222,-4.428276006620542,0.18181818181818177
odd,not divisible by two,1,,,1.0
reached,"reach a destination, either real or abstract",4,-4.553952771432149,-4.562068561727102,0.0
protection,the activity of protecting someone or something,4,-3.6694027154538773,-3.6269462422129295,0.0
monday,the second day of the week; the first working day,6,-3.1425005331174187,-3.0450565963118876,0.0
demand,request urgently and forcefully,3,-5.387949404831208,-5.576899494173259,0.0
license,a legal document giving official permission to do something,6,-3.9535896605549983,-4.436275935006302,0.0
laid,set down according to a plan:,3,-4.311005964465293,-3.64107322682013,0.0
grave,death of a person,2,-3.5768018173394083,-3.5768018173394083,0.0
pizza,Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese,12,-4.472418777097039,-4.500186483562786,0.0
rescue,free from harm or evil,3,-4.086352925159926,-4.126059039069836,0.0
eventually,after an unspecified period of time or an especially long delay,6,-3.86813392833903,-4.171322177319984,0.16666666666666663
desert,leave someone who needs or counts on you; leave in the lurch,6,-3.7368629202876336,-3.231067855229068,0.0
nerve,any bundle of nerve fibers running to various organs and tissues of the body,8,-4.596156728383845,-4.827617004548694,0.0
scary,provoking fear terror,3,-4.776685630702269,-4.886487293472505,0.0
